collection,budget,genre,language,title,production_companies,release_date,revenue,runtime,rating
,0,Crime,en,Miami Exposé,Clover Productions,01-09-56,0,73.0,D
Beck Collection,0,Thriller,sv,Beck 27 - Rum 302,Nordisk Film,01-01-15,0,95.0,C
,0,Drama,en,Odd Girl Out,Elephant Films,04-04-05,0,120.0,D
,0,Drama,ru,По закону,Goskino,01-01-26,0,80.0,B
,0,Drama,en,Queen Sized,#VALUE!,06-10-08,0,87.0,D
,0,Family,en,Tru Confessions,#VALUE!,05-04-02,0,112.0,C
,0,Romance,en,All The Fine Young Cannibals,#VALUE!,15-09-60,0,112.0,D
,0,Drama,fi,Päin seinää,SF Film Finland Oy,26-12-14,0,94.0,C
,0,Comedy,en,Eila, Rampe ja Likka,Nordisk Film,26-12-14,0,93.0,C
,0,Comedy,it,La mortadella,#VALUE!,01-01-71,0,97.0,E
,0,Mystery,pl,Pociag,"Zespól Filmowy ""Kadr""",06-09-59,0,93.0,C
,0,Drama,pl,Salto,"ZRF ""Kadr""",10-06-65,0,104.0,C
,0,Drama,en,Korso,#VALUE!,28-02-14,0,83.0,C
,0,Animation,en,Nocturna,#VALUE!,,,,E
,0,Action,en,Son of a Gun,Media House Capital,16-10-14,0,108.0,C
,0,,en,The Land,#VALUE!,02-01-42,0,0.0,E
,0,Documentary,en,Grass: A Nation's Battle for Life,#VALUE!,20-03-25,0,71.0,B
,0,Adventure,en,War-Gods of the Deep,Bruton Film Productions,26-05-65,0,84.0,D
,0,Comedy,fr,Cette sacrée gamine,Selb-Film,10-04-56,0,86.0,D
,0,Drama,fr,Les femmes,Ascot,07-11-69,0,86.0,C
,0,Drama,en,The Big Shave,#VALUE!,01-01-68,0,6.0,C
,0,Comedy,en,What's a Nice Girl Like You Doing in a Place Like This?,#VALUE!,01-01-63,0,9.0,C
The Terminator Collection,155000000,Science Fiction,en,Terminator Genisys,#VALUE!,,,,E
,0,Drama,en,Bad Day on the Block,Largo Entertainment,22-08-97,0,88.0,C
,0,Comedy,en,Those Awful Hats,Biograph Company,25-01-09,0,2.0,C
,0,Comedy,en,Robin Williams: Weapons of Self Destruction,CBS Films,06-12-09,0,90.0,B
,0,Comedy,en,John Mulaney: New In Town,Irwin Entertainment,31-01-12,0,60.0,B
,0,Drama,fr,Voulez-vous danser avec moi?,#VALUE!,28-12-59,0,91.0,C
,0,Comedy,en,Patton Oswalt: Finest Hour,Dagonet,05-09-11,0,59.0,B
,0,Comedy,en,Patton Oswalt: My Weakness Is Strong,#VALUE!,25-08-09,0,63.0,B
,0,Comedy,en,Patton Oswalt: Werewolves and Lollipops,Sub Pop Records,10-07-07,0,54.0,C
,0,Comedy,en,Kevin Nealon: Now Hear Me Out!,#VALUE!,04-09-09,0,72.0,C
,0,Comedy,en,Kevin Nealon: Whelmed, But Not Overly,#VALUE!,04-08-12,0,0.0,C
,0,,en,The War at Home,#VALUE!,01-01-79,0,0.0,B
,0,Documentary,en,One Bright Shining Moment,#VALUE!,16-09-05,15504,123.0,E
The Woman in Black Collection,1000000,Thriller,en,The Woman in Black 2: Angel of Death,Vertigo Entertainment,30-12-14,26501323,90.0,D
,0,Drama,en,Sherlock Holmes: The Hound of the Baskervilles,#VALUE!,31-08-88,0,105.0,C
,0,Romance,ja,乱れ雲,Toho Company,18-11-67,0,108.0,B
,0,Comedy,en,Dealin' with Idiots,Killer Films,12-07-13,0,86.0,D
,0,Adventure,en,Super Capers,#VALUE!,01-01-09,30955,98.0,E
,0,Music,en,Fight for Your Right Revisited,#VALUE!,22-04-11,0,30.0,C
,0,Drama,en,Busting,#VALUE!,27-02-74,0,92.0,B
,0,Romance,en,Comes a Bright Day,#VALUE!,12-02-12,0,91.0,C
,0,Drama,en,Frankenstein,Hallmark Entertainment,05-10-04,0,115.0,C
,0,,en,North and South, Book II,#VALUE!,04-05-86,0,0.0,C
,0,Thriller,en,Penthouse North,Demarest Films,17-04-13,0,90.0,C
Johan Falk GSI Collection,0,Action,en,Johan Falk: GSI - Gruppen för särskilda insatser,Nordisk Film,25-06-09,0,113.0,B
Johan Falk GSI Collection,0,Action,en,Johan Falk: Vapenbröder,Nordisk Film,22-09-09,0,93.0,C
Freche Mädchen Filmreihe,0,Comedy,de,Freche Mädchen,Constantin Film,17-07-08,0,97.0,C
,0,Animation,en,Fresh Guacamole,#VALUE!,02-03-12,0,2.0,B
,0,Drama,en,Adam and Dog,#VALUE!,,,,E
,1700000,Horror,en,Bloodsuckers,Lions Gate Films,30-07-05,0,99.0,D
,400,Crime,en,Poolside,#VALUE!,01-01-12,0,15.0,A
,0,Action,fr,L'Animal,#VALUE!,05-10-77,0,100.0,C
,0,Fantasy,xx,Doodlebug,#VALUE!,01-01-97,0,3.0,C
,0,Documentary,en,Jean-Luc Cinema Godard,#VALUE!,30-09-09,0,24.0,E
,0,Fantasy,en,Tropico,#VALUE!,,,,E
,0,Documentary,fr,La Sortie de l'Usine Lumière à Lyon,Société Lumière,1895-06-10,0,1.0,C
,0,Documentary,en,A Night at the Movies: The Horrors of Stephen King,Amblin Television,03-10-11,0,58.0,B
,0,Documentary,en,A Night at the Movies: The Suspenseful World of Thrillers,Amblin Television,02-10-09,0,58.0,A
,0,Comedy,en,Bianco, rosso e Verdone,#VALUE!,,,,E
,0,Comedy,it,Borotalco,Intercapital,22-01-82,0,107.0,C
,0,Comedy,en,Acqua e sapone,Intercapital,27-10-83,0,109.0,C
I due carabinieri Collecion,0,Comedy,it,I due carabinieri,#VALUE!,01-01-84,0,0.0,C
,0,Comedy,it,Troppo forte,scena film,01-01-86,0,110.0,C
,0,Comedy,it,Io e mia sorella,C.G. Silver Film,19-12-87,0,110.0,B
,0,Comedy,it,Compagni di scuola,#VALUE!,12-12-88,0,0.0,C
,0,,it,Il bambino e il poliziotto,#VALUE!,01-01-89,0,0.0,C
,0,,it,Maledetto il giorno che t'ho incontrato,#VALUE!,31-01-92,0,,C
,0,,it,Perdiamoci di vista!,#VALUE!,01-01-94,0,0.0,C
,0,,en,Viaggi di nozze,#VALUE!,15-12-95,0,103.0,C
,0,,it,Sono pazzo di Iris Blond,#VALUE!,01-01-96,0,113.0,C
,0,Comedy,it,Gallo cedrone,Cecchi Gori Group Tiger Cinematografica,16-10-98,0,0.0,D
,0,Comedy,en,C'era un cinese in coma,#VALUE!,01-03-00,0,108.0,C
,0,Comedy,it,L'amore è eterno finché dura,Cecchi Gori Group Tiger Cinematografica,20-02-04,0,108.0,C
,0,,it,Ma che colpa abbiamo noi,#VALUE!,10-01-03,0,0.0,C
,0,Comedy,it,Il mio miglior nemico,#VALUE!,10-03-06,0,110.0,C
,0,Family,en,Grande, grosso e Verdone,Filmauro,07-03-08,0,0.0,C
,0,Comedy,it,Io, loro e Lara,Warner Bros.,01-01-10,0,115.0,C
,10495000,Comedy,it,Posti in piedi in paradiso,#VALUE!,02-03-12,0,0.0,C
,0,Action,ko,하이힐,Lotte Entertainment,01-06-14,0,125.0,C
,0,Horror,ja,Miss Zombie,Amuse Soft Entertainment,14-09-13,0,85.0,C
,0,Comedy,it,Sotto una buona stella,#VALUE!,13-02-14,0,0.0,C
,0,Animation,en,Shinbone Alley,#VALUE!,26-06-70,0,85.0,E
,0,Drama,en,Lullaby,Avenue Picture,13-06-14,0,117.0,C
,0,Horror,ja,喰女 ―クイメ―,Celluloid Dreams,23-08-14,0,93.0,B
,0,,en,Spacerek staromiejski,#VALUE!,31-12-58,0,18.0,C
Korengal Valley Documentaries,0,Documentary,en,Korengal,#VALUE!,,,,E
The Hire,0,Action,en,The Hire: Powder Keg,#VALUE!,01-01-01,0,14.0,C
The Hire,0,Action,en,The Hire: Chosen,Anonymous Content,01-01-01,0,6.0,C
The Hire,0,Action,en,The Hire: Ambush,Anonymous Content,01-01-01,0,6.0,C
The Hire,0,Action,en,The Hire: Ticker,#VALUE!,01-01-02,0,11.0,C
The Hire,0,Comedy,en,The Hire: Beat the Devil,#VALUE!,22-11-02,0,9.0,C
The Hire,0,Action,en,The Hire: Hostage,#VALUE!,01-01-02,0,11.0,C
,0,Comedy,es,Pancho, el perro millonario,Atresmedia Cine,06-06-14,2483130,,D
The Reef Collection,0,Animation,en,The Reef 2: High Tide,Wonderworld Studios,30-10-12,0,80.0,E
,0,Drama,en,Filly Brown,#VALUE!,19-04-13,0,100.0,C
,0,Drama,ar,الشتا إللى فات,ZAD Communication & Production,23-08-13,0,96.0,D
,0,,en,La Carta Esférica,Origen P.C.,31-08-07,0,0.0,B
Disney Buddies Collection,0,Comedy,en,Space Buddies,Walt Disney Studios Home Entertainment,02-02-09,0,84.0,D
,0,Romance,en,All Relative,Shoot First Entertainment,21-11-14,0,85.0,C
,0,Drama,en,Imagine I'm Beautiful,#VALUE!,01-01-14,0,91.0,C
,0,Crime,fr,Le corps de mon ennemi,#VALUE!,13-10-76,0,120.0,C
,0,Drama,fr,Le pacha,Rizzoli Films,14-03-68,0,90.0,C
,0,Comedy,fr,Le Gentleman d'Epsom,Compagnia Cinematografica Mondiale (CCM),03-10-62,0,82.0,C
,0,Action,fr,Les Barbouzes,Corona Cinematografica,10-12-64,0,105.0,C
,0,History,fr,Un Taxi pour Tobrouk,Franco London Films,09-05-61,0,95.0,C
Viy Collection,26000000,Thriller,ru,Viy,Universal Pictures,30-01-14,34592118,127.0,D
,0,Comedy,es,Perdona bonita, pero Lucas me quería a mí,Canal+ España,30-01-97,0,92.0,D
,0,Drama,en,Stay,Irish Film Board,08-09-13,0,99.0,D
,0,Documentary,en,No Distance Left to Run,#VALUE!,14-01-10,0,104.0,C
,0,Fantasy,es,Santos,#VALUE!,10-10-08,0,100.0,D
,2300000,Drama,fi,Isänmaallinen Mies,Future Films,04-12-13,0,97.0,C
,0,TV Movie,en,Houdini,A&E Television Networks,01-09-14,0,210.0,B
,0,Drama,en,A Night for Dying Tigers,#VALUE!,10-09-10,0,96.0,D
,0,Drama,sv,Juninatten,Svensk Filmindustri (SF),03-04-40,0,88.0,C
,0,Thriller,it,La Paura,Minerva Film SpA,05-11-54,0,83.0,C
,0,Drama,en,Hedda Gabler,BBC,28-12-62,0,75.0,C
,0,Drama,en,A Matter of Time,Coralta Cinematografica,07-10-76,0,97.0,B
,0,Drama,en,Angèle,#VALUE!,26-10-34,0,145.0,C
,0,Drama,fr,Regain,#VALUE!,28-10-37,0,127.0,D
,0,Drama,fr,La fille du puisatier,#VALUE!,20-12-40,0,0.0,C
,0,Comedy,fr,Topaze,Les Films Marcel Pagnol,25-01-51,0,136.0,C
The Water of the Hills,0,Drama,fr,Manon des sources,#VALUE!,16-12-52,0,225.0,C
,0,History,en,The House on 56th Street,Warner Bros.,23-12-33,0,68.0,B
,0,Crime,en,Daughter of Shanghai,Paramount Pictures,17-12-37,0,62.0,C
,0,Crime,en,Lady Gangster,Warner Bros.,01-04-42,0,62.0,C
,0,Action,en,God Is My Co-Pilot,Warner Bros.,07-04-45,0,90.0,D
,0,Crime,en,Danger Signal,Warner Bros.,14-11-45,0,78.0,E
,0,Crime,en,The Crooked Way,Benedict Bogeaus Production,22-04-49,0,90.0,C
,0,TV Movie,fr,The Color of Rain,Lighthouse Pictures,31-05-14,0,82.0,C
,0,Family,en,To Grandmother's House We Go,#VALUE!,06-12-92,0,96.0,C
101 Dalmatians (Animated) Collection,0,Animation,en,101 Dalmatians II: Patch's London Adventure,Walt Disney Pictures,21-01-03,0,70.0,C
,0,Drama,fr,Une si jolie petite plage,Darbor Films,19-01-49,0,91.0,C
,13000000,Documentary,en,Justin Bieber: Never Say Never,Insurge Pictures,11-02-11,98441954,105.0,D
National Lampoon’s Van Wilder Collection,0,Comedy,en,Van Wilder: Freshman Year,Tapestry Films,02-06-09,0,100.0,C
V: The Collection,0,Drama,en,V,Warner Bros. Television,01-05-83,0,197.0,C
,5000000,Comedy,en,Shriek If You Know What I Did Last Friday the Thirteenth,Endless Entertainment,17-10-00,0,86.0,D
,0,Animation,en,Tarzan,Constantin Film Produktion,25-07-13,0,94.0,C
Highlander Collection,13000000,Action,en,Highlander V: The Source,Davis-Panzer Productions,06-02-07,0,86.0,D
,0,Drama,en,North and South, Book I,#VALUE!,03-11-85,0,561.0,C
Seed Collection,10000000,Horror,en,Seed,Boll Kino Beteiligungs GmbH & Co. KG,27-04-07,0,90.0,D
StreetDance Collection,0,Drama,en,StreetDance 2,Vertigo Entertainment,30-03-12,0,85.0,C
,0,Horror,en,The Car,Universal Pictures,12-05-77,0,96.0,C
,0,Comedy,en,The Hungover Games,Silver Nitrate Pictures,01-02-14,0,86.0,D
,0,Action,en,Ishq,#VALUE!,28-11-97,0,161.0,C
,10,Horror,en,Nurse 3-D,Lions Gate,28-09-13,10000000,99.0,D
Wrong Turn Collection,0,Horror,en,Wrong Turn 5: Bloodlines,Summit Entertainment,23-10-12,0,91.0,D
,0,Drama,en,How The West Was Fun,Green/Epstein Productions,19-11-94,0,96.0,D
,0,Drama,en,A Cry in the Wild,#VALUE!,01-06-90,1,82.0,C
,0,Action,ko,감기,iLoveCinema,14-08-13,0,122.0,C
,0,Documentary,en,McCullin,#VALUE!,26-04-12,0,89.0,B
,13000000,Comedy,fr,Le Renard et l'Enfant,Bonne Pioche Productions,27-12-07,0,110.0,C
,0,Drama,en,El delantal de Lili,#VALUE!,24-01-04,0,90.0,E
,0,Romance,zh,白发魔女传之明月天国,Bona Film Group,14-02-14,0,104.0,D
,0,Comedy,en,Kevin Hart: Let Me Explain,Hartbeat Productions,03-07-13,32230907,74.0,C
,10500000,Animation,es,Las aventuras de Tadeo Jones,Studio Canal,31-08-12,23000000,90.0,C
V: The Collection,0,Science Fiction,en,V: The Final Battle,#VALUE!,06-05-84,0,272.0,B
,8400000,Action,en,Tactical Force,NGN Productions,09-08-11,0,91.0,C
Shark.Attack,0,Horror,fr,Shark Attack 3: Megalodon,Nu Image Films,26-11-02,0,99.0,D
,0,Horror,en,Prowl,After Dark Films,04-09-10,0,81.0,D
,1000000,Drama,en,The Duke of Burgundy,Pioneer Pictures,18-10-14,0,101.0,C
,0,Documentary,en,Red Army,Russian Film Committee,13-08-14,694600,76.0,B
,0,Romance,en,En som deg,4 1/2,18-10-12,0,90.0,B
,0,Fantasy,en,Shortcut to Happiness,#VALUE!,,,,E
,0,Action,en,Java Heat,Margate House Films,06-03-13,0,104.0,C
,0,Comedy,en,The Sasquatch Gang,Trigger Street,01-01-06,0,84.0,D
,15,Comedy,en,Peeples,34th Street Films,09-05-13,0,95.0,C
Save The Last Dance Collection,0,Drama,en,Save the Last Dance 2,#VALUE!,10-10-06,0,90.0,C
,0,Horror,en,The Skeptic,#VALUE!,01-05-09,0,89.0,C
,0,Horror,en,Room 6,Mindfire Entertainment,01-01-06,0,94.0,D
,0,Action,en,When in Rome,#VALUE!,26-11-02,0,94.0,C
,1300000,Horror,en,F,Gatlin Pictures,07-09-10,0,79.0,C
,0,Drama,en,The Single Moms Club,Lionsgate,14-03-14,16337881,111.0,C
,3000000,Horror,en,Nothing Left to Fear,Anchor Bay Films,26-09-13,1675381,100.0,D
,0,Horror,en,Lake Dead,#VALUE!,09-11-07,0,90.0,D
,0,Fantasy,ko,헨젤과 그레텔,Barunson Film Division,27-12-07,0,117.0,C
,0,Horror,en,Nine Lives,#VALUE!,01-01-02,0,85.0,E
,0,Thriller,en,The Power of Few,Steelyard Pictures,15-02-13,0,96.0,D
,0,Action,en,Unearthed,Cold Iron Pictures,01-01-07,0,93.0,D
,0,Comedy,en,Major Movie Star,DiNovi Pictures,07-11-08,0,98.0,C
,10000000,Action,en,Gun,Cheetah Vision,10-06-10,0,81.0,C
Rest Stop Collection,0,Horror,en,Rest Stop: Don't Look Back,Raw Feed,30-09-08,0,89.0,D
The Sabata Collection,0,Action,it,Ehi amico... c'è Sabata. Hai chiuso!,United Artists,16-09-69,0,111.0,C
,6000000,Drama,en,The Reunion,WWE Studios,21-10-11,0,96.0,C
,0,Documentary,en,I Am Ali,Focus Features,10-10-14,7205,111.0,C
,0,Documentary,en,Supermensch: The Legend of Shep Gordon,A&E IndieFilms,06-06-14,0,75.0,B
,0,Drama,en,Lady Cocoa,#VALUE!,01-12-75,0,93.0,D
,2000000,Horror,en,It Follows,Northern Lights Films,04-02-15,14674076,100.0,C
,0,Comedy,en,Take a Girl Like You,Albion Film Corp. (I),16-12-70,0,101.0,C
,0,Thriller,en,The Anomaly,Unstoppable Entertainment,19-06-14,0,97.0,D
,0,Fantasy,en,Sinbad: The Fifth Voyage,Giant Flick Films,07-02-14,0,89.0,D
,0,Documentary,en,The Sarnos: A Life in Dirty Movies,Anagram Produktion,27-03-13,0,78.0,B
,0,Horror,en,Sweeney Todd: The Demon Barber of Fleet Street,RKO Pictures,12-09-82,0,140.0,C
,0,Drama,en,Touchback,Freedom Films,13-04-11,0,118.0,C
,3500000,Drama,es,Grupo 7,TVE,03-04-12,0,95.0,C
Wishmaster Collection,0,Thriller,en,Wishmaster 3: Beyond the Gates of Hell,Overseas FilmGroup,23-10-01,0,89.0,D
,0,Romance,en,The Magical Legend of the Leprechauns,Hallmark Entertainment,07-11-99,0,139.0,C
,0,Comedy,en,Thunderstruck,Warner Premiere,24-08-12,0,94.0,C
,0,Thriller,en,The Town that Dreaded Sundown,Blumhouse Productions,16-10-14,0,85.0,C
,0,Drama,en,Elefante blanco,ARTE,16-05-12,0,105.0,C
,11340000,Action,ta,மாற்றான்,Eros International,11-10-12,0,168.0,C
,3000000,Thriller,en,The Tattooist,Eyeworks Touchdown,28-11-07,0,92.0,C
Leprechaun Collection (Original Series),0,Horror,en,Leprechaun: Back 2 tha Hood,Lions Gate Enterntainment,30-12-03,0,90.0,D
,0,Horror,en,Summer's Blood,Lionsgate,02-11-09,0,91.0,C
,0,Action,en,The Stranger,The Movie Network (TMN),01-06-10,0,91.0,D
Reeker Collection,2000000,Horror,en,No Man's Land: The Rise of Reeker,Institution, The,01-05-08,0,88.0,D
,0,Mystery,en,The Shortcut,Happy Madison Productions,07-02-09,0,100.0,D
Sometimes They Come Back Collection,3000000,Horror,en,Sometimes They Come Back... Again,Trimark Pictures,03-09-96,0,98.0,D
The Dentist Collection,0,Horror,en,The Dentist 2: Brace Yourself,Trimark Pictures,11-12-98,0,100.0,D
,9000000,Fantasy,en,Highway to Hell,Hemdale Film Corporation,21-11-91,26055,94.0,C
,2500000,Action,en,U.F.O.,Hawthorn Productions,14-12-12,0,101.0,D
,0,TV Movie,en,Little Lord Fauntleroy,Norman Rosemont Productions,25-11-80,0,103.0,C
,0,Horror,en,Tower of Evil,Grenadier Films,19-05-72,0,89.0,C
,0,Comedy,en,The Six Wives of Henry Lefay,Brillstein-Grey Entertainment,01-01-09,0,95.0,C
,0,Comedy,en,Swinging with the Finkels,Kintop Pictures,01-06-11,0,85.0,D
,0,TV Movie,en,The Power and the Glory,#VALUE!,29-10-61,0,90.0,E
,0,,en,The Girl from Nagasaki,#VALUE!,11-11-13,0,107.0,C
,0,Comedy,fi,Riisuttu mies,Lasihelmi Filmi Oy,15-02-06,0,0.0,C
,0,Drama,en,All Fall Down,John Houseman Productions,11-04-62,0,111.0,C
,0,Comedy,de,Nur über meine Leiche,#VALUE!,31-08-95,0,104.0,C
,0,Drama,de,Renn, wenn Du kannst,Westdeutscher Rundfunk (WDR),28-07-10,0,112.0,C
,0,Animation,ja,だれかのまなざし,CoMix Wave,08-02-13,0,7.0,C
,0,Comedy,en,Time Freak,#VALUE!,10-02-11,0,10.0,C
,0,Drama,de,Über uns das All,Pandora Filmproduktion,15-09-11,0,87.0,C
,0,Drama,fr,Adieu au langage,Wild Bunch,15-08-14,0,70.0,C
,0,Music,ja,ピアノの森,Nippon Television Network (NTV),21-07-07,0,101.0,B
,0,Science Fiction,en,Planet of Dinosaurs,Deathbeast Productions,18-11-77,0,84.0,D
,9000000,Action,ko,베를린,CJ Entertainment,30-01-13,48965210,120.0,C
,0,History,ko,변호인,NEW. All Rights Reserved.,18-12-13,0,127.0,C
,0,Crime,en,The Hatchet Man,First National Pictures,06-02-32,0,74.0,D
,0,TV Movie,de,Die zwölf Geschworenen,TV-60 Filmproduktion,25-10-63,0,,A
,0,Drama,fr,The Final Girl,#VALUE!,31-05-14,0,80.0,C
,0,Fantasy,en,Dot and the Whale,Yoram Gross Films,10-11-86,0,75.0,E
Fu Manchu Collection,0,Adventure,en,The Blood of Fu Manchu,Ada Films,23-08-68,0,92.0,D
,0,Drama,en,All Things Fall Apart,Cheetah Vision,05-03-11,0,106.0,C
,0,Horror,en,Altitude,Darclight Films,10-10-10,0,90.0,D
The Carry On Collection,0,Comedy,en,Carry On Cabby,Peter Rogers Productions,01-06-63,0,91.0,B
The Carry On Collection,0,Comedy,en,Carry On Behind,The Rank Organisation,01-12-75,0,90.0,C
The Carry On Collection,0,Comedy,en,Carry On Cruising,#VALUE!,01-04-62,0,89.0,C
,0,Action,en,Che!,Twentieth Century Fox Film Corporation,27-06-69,0,96.0,D
,0,Romance,en,China Girl,Great American Films Limited Partnership,25-09-87,1262091,90.0,C
,0,Action,en,Cops and Robbers,United Artists,17-08-73,0,89.0,C
,0,Action,en,Never a Dull Moment,Walt Disney Pictures,26-06-68,0,99.0,C
,0,Crime,en,Cyrus: Mind of a Serial Killer,Lakeshore Drive Entertainment,01-10-10,0,87.0,D
,0,Drama,es,Memoria de Mis Putas Tristes,#VALUE!,13-10-11,0,90.0,C
,0,Animation,en,Get a Horse!,Walt Disney Pictures,27-11-13,0,6.0,B
,25000000,Action,hi,Happy New Year,Yash Raj Films,23-10-14,0,180.0,C
,0,Comedy,en,Bill Burr: Let It Go,#VALUE!,18-09-10,0,65.0,B
,0,Comedy,en,Bill Burr: Why Do I Do This?,#VALUE!,23-09-08,0,55.0,B
East Side Kids,0,Action,en,Pride of the Bowery,Monogram Pictures corporation,15-12-40,0,68.0,C
,0,Documentary,en,His Way,consolidated documentaries,04-03-11,0,87.0,C
,0,,en,Into the Sun,#VALUE!,01-01-92,0,101.0,D
,50000,Action,en,Jack the Giant Killer,The Asylum,12-03-13,0,87.0,D
,0,Drama,en,Lost Boundaries,RD-DR Productions,02-07-49,0,99.0,D
,8000000,TV Movie,en,Elvis and Me,Navarone Productions,07-02-88,0,240.0,D
,0,,en,Child of Rage,#VALUE!,24-09-92,0,94.0,D
,0,Family,en,Christmas Every Day,#VALUE!,30-11-96,0,95.0,C
,0,Comedy,en,Picture This,Hughes Capital Entertainment,13-07-08,0,92.0,C
,0,Drama,en,Going Straight,Fine Arts Film Company,03-06-16,0,60.0,C
,0,Thriller,en,Scorned,#VALUE!,13-07-94,0,100.0,D
,0,Comedy,en,Mardi Gras: Spring Break,Screen Gems,23-09-11,0,88.0,D
,0,Horror,en,The Face of Marble,Republic Pictures,19-01-46,0,72.0,C
,0,Action,en,The Horsemen,Columbia Pictures Corporation,16-08-71,0,109.0,C
,0,Western,en,The Man Who Shook the Hand of Vicente Fernandez,Filmatics,27-04-12,0,99.0,C
,0,Crime,en,The Squeeze,TriStar Pictures,10-07-87,2228951,101.0,C
,0,Action,en,The Squeeze,#VALUE!,25-10-78,0,99.0,C
,0,Drama,en,Journey to the End of the Night,Millennium Films,21-04-06,0,88.0,C
,0,Drama,en,The Bride,Columbia Pictures,16-08-85,3558669,114.0,C
Wishmaster Collection,0,Horror,en,Wishmaster 4: The Prophecy Fulfilled,Overseas FilmGroup,10-06-02,0,92.0,D
,0,Drama,en,Will,#VALUE!,04-11-11,0,102.0,C
,0,Drama,en,Lizzie Borden Took An Ax,PeaceOut Productions,25-01-14,0,91.0,C
,600000,Romance,en,Tim,#VALUE!,13-07-79,809000,109.0,C
,0,Comedy,en,Switching Goals,Warner Bros. Television,12-12-99,0,85.0,D
,1500000,Action,en,Wrong Side of Town,Films In Motion,23-02-10,0,88.0,C
,0,Comedy,en,Snowboard Academy,Allegro Films,16-07-97,0,88.0,D
,0,Drama,es,Fin,Mod Producciones,23-11-12,0,95.0,D
,0,Horror,en,The White Buffalo,#VALUE!,,,,E
Shark.Attack,0,Horror,fr,Shark Attack,Nu Image Films,09-11-99,0,95.0,D
,2000000,Comedy,en,Killer Movie,#VALUE!,01-01-08,0,93.0,C
,0,Comedy,en,Sex and the Single Girl,Fernwood Productions Inc.,25-12-64,0,110.0,C
,0,Horror,en,The Wizard of Gore,Open Sky Entertainment,22-06-07,0,94.0,C
,0,Comedy,en,Python,Unified Film Organization (UFO),09-08-00,0,99.0,D
,1600000,Drama,fi,Ei Kiitos,#VALUE!,10-01-14,0,97.0,C
,0,TV Movie,en,Grave Halloween,Reel One Entertainment,19-10-13,0,89.0,D
,0,Horror,en,At the Devil's Door,XYZ Films,09-03-14,0,91.0,D
,0,Drama,pt,Flores Raras,Teleimage,09-02-13,0,118.0,C
,0,Drama,en,Beneath the Harvest Sky,Sunny Side Up Films,08-09-13,0,116.0,C
,0,Comedy,en,Hotel Very Welcome,Komplizen Film,13-02-07,0,90.0,C
,0,Drama,de,Kammerflimmern,#VALUE!,11-09-04,0,100.0,C
,0,Drama,en,L'amour, l'argent, l'amour,#VALUE!,08-08-00,0,128.0,E
,0,,fi,Roskisprinssi,#VALUE!,29-07-11,0,0.0,E
Ator Collection,0,Adventure,it,Ator il guerriero di ferro,Filmirage S.r.l.,09-01-87,0,82.0,E
,0,Crime,it,I contrabbandieri di Santa Lucia,Produzioni Atlas Consorziate (P.A.C.),24-08-79,0,88.0,E
,0,Science Fiction,en,Battaglie negli spazi stellari,Nais Film,17-02-78,0,95.0,E
,0,Science Fiction,en,Anno zero - guerra nello spazio,Nais Film,23-09-77,0,89.0,E
,0,Drama,en,The Weight of Elephants,Zentropa Entertainments,14-02-13,0,87.0,B
,0,Western,it,Zanna Bianca e il cacciatore solitario,#VALUE!,31-12-75,0,91.0,D
,0,Comedy,en,Lisztomania,Goodtimes Enterprises,10-10-75,0,103.0,C
,0,Action,it,Superuomini, superdonne, superbotte,Cinematográfica Pelimex,11-04-74,0,105.0,E
,0,Fantasy,it,Le amazzoni - donne d'amore e di guerra,Cinematográfica Pelimex,11-08-73,0,90.0,D
,0,Horror,en,Il tuo dolce corpo da uccidere,#VALUE!,27-06-70,0,88.0,B
,0,Action,en,The Magnificent Gladiator,#VALUE!,30-12-64,0,0.0,E
,0,Horror,en,Rattlers,Boxoffice International Pictures (BIP),23-04-76,0,82.0,C
,0,History,en,Blablablá,#VALUE!,02-01-68,0,26.0,E
,0,Thriller,es,El habitante incierto,Televisión Española (TVE),21-10-04,0,110.0,C
,0,Romance,es,Paraíso,Canana Films,30-11-13,0,103.0,C
,0,,en,The (Dead Mothers) Club,#VALUE!,12-05-14,0,75.0,C
,0,,en,Confessor Caressor,#VALUE!,01-01-89,0,20.0,E
,0,Comedy,en,The Studio Murder Mystery,Warner Bros.,17-02-32,0,19.0,E
,0,Romance,en,Midnight Mary,Metro-Goldwyn-Mayer (MGM),30-06-33,0,74.0,C
,9000000,Adventure,en,Knockout,NGN Productions,05-03-11,0,95.0,D
,0,Comedy,en,Goofy Movies Number One,Metro-Goldwyn-Mayer (MGM),23-12-33,0,8.0,C
,0,Comedy,en,Bosko's Parlor Pranks,Metro-Goldwyn-Mayer (MGM),24-11-34,0,8.0,E
,0,Documentary,en,Tapia,#VALUE!,15-06-13,0,81.0,B
,750000,Comedy,en,Trapped in the Closet: Chapters 23-33,Relevant,23-11-12,0,45.0,C
,0,Drama,en,Three Brave Men,Twentieth Century Fox Film Corporation,01-12-56,0,88.0,C
,0,Drama,en,The Great Gatsby,Famous Players Limited,21-11-26,0,80.0,E
,0,,en,Thieves Fall Out,Warner Bros.,03-05-41,0,72.0,E
,0,Drama,fr,Merlusse,Les Films Marcel Pagnol,16-03-38,0,72.0,B
,0,Documentary,en,Open Heart,#VALUE!,15-01-13,0,54.0,D
