Unnamed: 0,GAD1,GAD2,GAD3,GAD4,GAD5,GAD6,GAD7,Hours,whyplay,SPIN1,SPIN2,SPIN3,SPIN4,SPIN5,SPIN6,SPIN7,SPIN8,SPIN9,SPIN10,SPIN11,SPIN12,SPIN13,SPIN14,SPIN15,SPIN16,SPIN17,Gender,Age,Work,Residence,GAD_T,SPIN_T,Residence_ISO3,Birthplace_ISO3,Multiplayer,Online,Relation
6679,1,0,1,0,1,1,0,10.0,improving,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,22,Employed,USA,4,4.0,USA,USA,yes,yes,friends
6680,1,0,1,0,0,0,0,30.0,having fun,2.0,1.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,0.0,4.0,2.0,1.0,1.0,Male,24,Employed,USA,2,41.0,USA,USA,yes,yes,friends
6681,1,1,1,0,0,0,1,20.0,improving,1.0,2.0,1.0,3.0,1.0,3.0,0.0,1.0,4.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,Male,19,Student at college / university,Sweden,4,24.0,SWE,SWE,yes,yes,online acquaintaces
6682,1,2,3,1,2,2,2,40.0,improving,2.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,2.0,4.0,Male,18,Student at college / university,Netherlands,13,53.0,NLD,NLD,yes,yes,online acquaintaces
6683,0,0,0,0,0,0,0,25.0,having fun,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at school,USA,0,6.0,USA,IND,yes,yes,strangers
6684,2,0,0,0,0,0,2,30.0,improving,0.0,1.0,4.0,4.0,3.0,3.0,0.0,4.0,4.0,3.0,3.0,1.0,0.0,3.0,4.0,0.0,1.0,Male,19,Student at school,Norway,4,38.0,NOR,NOR,yes,yes,online acquaintaces
6685,1,1,1,0,0,0,1,40.0,winning,1.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,Male,22,Unemployed / between jobs,Germany,4,41.0,DEU,DEU,yes,yes,friends
6686,0,0,1,1,0,2,0,20.0,having fun,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,Male,21,Student at college / university,Greece,4,12.0,GRC,GRC,yes,yes,friends
6687,3,2,3,3,2,2,2,20.0,winning,1.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,3.0,3.0,0.0,2.0,Male,25,Employed,USA,17,20.0,USA,USA,yes,yes,online acquaintaces
6688,1,1,2,1,1,1,0,20.0,having fun,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,Male,23,Student at college / university,Sweden,7,20.0,SWE,SWE,yes,yes,friends
6689,1,0,1,1,1,1,0,21.0,improving,2.0,1.0,4.0,2.0,3.0,3.0,0.0,4.0,2.0,0.0,3.0,4.0,0.0,0.0,4.0,0.0,0.0,Male,19,Student at college / university,USA,5,32.0,USA,CAN,yes,yes,strangers
6690,0,0,0,0,0,0,0,5.0,having fun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,18,Student at school,USA,0,2.0,USA,USA,yes,yes,friends
6691,3,2,3,3,0,1,2,21.0,having fun,0.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,1.0,4.0,4.0,0.0,4.0,Male,21,Student at college / university,USA,14,52.0,USA,USA,yes,yes,strangers
6692,0,0,2,0,0,0,2,30.0,improving,0.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,Male,18,Student at college / university,Argentina,4,15.0,ARG,ARG,no,no,alone
6693,1,0,0,0,0,1,0,20.0,having fun,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,23,Unemployed / between jobs,USA,2,9.0,USA,USA,yes,yes,friends
6694,0,0,1,0,0,1,0,21.0,winning,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,19,Student at college / university,Denmark,2,7.0,DNK,DNK,yes,yes,friends
6697,1,0,0,3,0,1,0,25.0,having fun,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,Male,20,Student at college / university,Netherlands,5,16.0,NLD,NLD,yes,yes,friends
6698,0,0,0,0,0,1,0,28.0,improving,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Female,22,Student at college / university,Canada,1,12.0,CAN,CAN,yes,yes,online acquaintaces
6700,0,0,0,0,1,0,0,20.0,all,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,23,Employed,USA,1,4.0,USA,USA,yes,yes,online acquaintaces
6701,1,0,1,3,3,0,0,25.0,winning,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,3.0,Male,20,Student at college / university,Hungary,8,14.0,HUN,HUN,yes,yes,online acquaintaces
6702,0,0,0,2,2,1,0,20.0,winning,1.0,2.0,4.0,3.0,2.0,4.0,0.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0,3.0,0.0,Male,20,Employed,Austria,5,41.0,AUT,AUT,yes,yes,strangers
6703,0,0,0,0,0,0,0,10.0,having fun,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,31,Employed,Norway,0,2.0,NOR,SWE,yes,yes,friends
6704,0,0,1,0,0,0,0,10.0,having fun,1.0,2.0,2.0,3.0,1.0,3.0,0.0,4.0,4.0,2.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,Male,21,Employed,UK,1,29.0,GBR,GBR,yes,yes,friends
6705,1,0,1,0,0,3,0,30.0,improving,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,21,Student at college / university,Netherlands,5,4.0,NLD,NLD,yes,yes,friends
6706,1,1,1,0,0,0,0,20.0,winning,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,21,Student at college / university,USA,3,9.0,USA,USA,yes,yes,friends
6707,0,0,3,1,0,1,0,10.0,improving,0.0,1.0,1.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,3.0,0.0,4.0,Male,18,Student at school,Poland,5,25.0,POL,POL,yes,yes,strangers
6708,1,1,1,1,1,1,1,30.0,having fun,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,19,Student at college / university,USA,7,5.0,USA,USA,yes,yes,friends
6709,3,1,3,3,0,2,1,20.0,improving,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Female,23,Employed,Sweden,13,5.0,SWE,SWE,yes,yes,online acquaintaces
6710,3,3,3,3,3,2,0,10.0,winning,0.0,3.0,3.0,3.0,1.0,4.0,1.0,3.0,4.0,3.0,2.0,3.0,1.0,3.0,4.0,0.0,1.0,Male,28,Unemployed / between jobs,Canada,17,39.0,CAN,CAN,yes,yes,strangers
6711,0,1,2,1,0,2,2,20.0,improving,1.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,3.0,4.0,0.0,3.0,Male,21,Student at college / university,UK,8,27.0,GBR,GBR,yes,yes,friends
6712,0,0,0,1,0,1,0,7.0,having fun,1.0,3.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,Female,19,Student at college / university,Switzerland,2,17.0,CHE,CHE,no,no,alone
6713,1,1,1,1,0,1,0,19.0,improving,0.0,0.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Male,18,Student at school,Italy,5,21.0,ITA,ITA,yes,yes,strangers
6714,1,0,0,0,0,0,0,10.0,improving,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,19,Student at college / university,USA,1,3.0,USA,USA,yes,yes,strangers
6715,1,0,1,0,0,1,0,40.0,improving,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,Male,20,Unemployed / between jobs,Finland,3,14.0,FIN,FIN,yes,yes,friends
6716,1,1,2,2,1,0,0,25.0,having fun,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,Male,18,Student at college / university,Germany,7,16.0,DEU,DEU,yes,yes,online acquaintaces
6717,0,0,0,0,0,2,0,70.0,improving,0.0,3.0,2.0,3.0,2.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,Male,18,Student at school,Netherlands,2,24.0,NLD,NLD,yes,yes,friends
6718,2,2,2,1,1,2,1,8.0,having fun,0.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,Male,22,Student at college / university,Canada,11,19.0,CAN,CAN,yes,yes,strangers
6719,0,0,0,0,0,1,0,10.0,winning and having fun,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,Male,28,Student at college / university,Germany,1,12.0,DEU,DEU,yes,yes,strangers
6720,0,0,0,0,0,0,0,60.0,improving,2.0,3.0,4.0,4.0,0.0,3.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,2.0,4.0,Male,22,Student at college / university,USA,0,52.0,USA,BRA,yes,yes,strangers
6721,1,0,1,0,0,0,0,30.0,improving,1.0,0.0,0.0,3.0,1.0,2.0,4.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,22,Student at college / university,USA,2,18.0,USA,USA,yes,yes,friends
6722,1,1,1,2,0,1,2,8.0,having fun,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,Male,18,Student at school,USA,8,17.0,USA,USA,yes,yes,strangers
6724,0,0,0,1,2,0,1,7.0,having fun,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,Male,18,Student at college / university,Brazil,4,9.0,BRA,BRA,yes,yes,online acquaintaces
6725,1,0,1,0,0,2,0,5.0,improving,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,Male,26,Student at college / university,Canada,4,10.0,CAN,CAN,yes,yes,strangers
6726,3,2,3,3,0,3,3,30.0,winning,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,0.0,0.0,Male,22,Student at college / university,USA,17,32.0,USA,USA,yes,yes,online acquaintaces
6727,0,0,1,1,0,0,1,15.0,all,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,23,Employed,USA,3,6.0,USA,USA,yes,yes,friends
6728,1,1,1,0,0,1,0,15.0,improving,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,Male,21,Student at college / university,USA,4,15.0,USA,USA,yes,yes,strangers
6729,1,0,2,1,0,0,1,5.0,improving,0.0,3.0,1.0,2.0,2.0,2.0,0.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,Male,20,Student at college / university,Spain,5,22.0,ESP,ESP,yes,yes,friends
6730,1,1,1,1,2,1,1,20.0,improving,0.0,2.0,1.0,1.0,2.0,2.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,Male,22,Student at college / university,Belgium,8,20.0,BEL,NLD,yes,yes,strangers
6731,0,0,0,0,0,0,0,60.0,improving,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,19,Student at school,Sweden,0,1.0,SWE,,yes,yes,strangers
6732,0,0,1,1,0,0,0,45.0,improving,0.0,1.0,3.0,4.0,1.0,3.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,2.0,0.0,1.0,Male,18,Student at school,Serbia,2,38.0,SRB,SRB,yes,yes,friends
6733,0,0,1,1,0,3,1,25.0,having fun,0.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,Male,18,Student at college / university,UK,6,17.0,GBR,POL,yes,yes,friends
6734,0,0,0,0,0,0,0,2.0,having fun,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,18,Student at school,New Zealand ,0,10.0,NZL,NZL,yes,yes,friends
6735,1,1,1,1,0,1,0,15.0,improving,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,Male,21,Student at college / university,Sweden,5,23.0,SWE,SWE,yes,yes,strangers
6736,0,0,0,0,0,0,0,6.0,having fun,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,Male,20,Student at college / university,Brazil,0,15.0,BRA,BRA,yes,yes,friends
6737,1,1,1,1,0,1,0,21.0,improving,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,Male,18,Student at college / university,Greece,5,18.0,GRC,GRC,yes,yes,strangers
6738,0,0,1,0,0,0,0,56.0,improving,0.0,,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Male,22,Employed,USA,1,,USA,USA,yes,yes,strangers
6739,3,1,1,1,1,3,2,5.0,winning,4.0,4.0,2.0,4.0,4.0,4.0,0.0,2.0,1.0,1.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,Male,18,Student at school,Macedonia,12,50.0,MKD,MKD,yes,yes,friends
6740,1,1,2,0,0,2,1,20.0,winning,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,3.0,1.0,0.0,Male,18,Student at college / university,Uruguay,7,16.0,URY,URY,yes,yes,strangers
6741,1,0,0,0,0,1,0,4.0,improving,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,18,Student at college / university,Croatia,2,4.0,HRV,HRV,yes,yes,strangers
6742,0,1,1,2,1,1,0,15.0,relaxing,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,Male,24,Student at college / university,Denmark,6,10.0,DNK,DNK,yes,yes,strangers
6743,0,0,0,0,0,0,0,2.0,winning,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,19,Unemployed / between jobs,USA,0,4.0,USA,USA,yes,yes,friends
6744,1,0,1,3,0,0,1,28.0,improving,0.0,2.0,3.0,3.0,0.0,3.0,2.0,3.0,3.0,2.0,4.0,0.0,0.0,2.0,1.0,0.0,2.0,Male,20,Unemployed / between jobs,UK,6,30.0,GBR,GBR,yes,yes,strangers
6745,1,1,1,0,0,1,0,15.0,improving,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,22,Student at college / university,Sweden,4,0.0,SWE,SWE,yes,yes,strangers
6746,0,0,0,0,0,0,0,20.0,improving,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,Male,22,Employed,Ireland,0,9.0,IRL,IRL,yes,yes,friends
6747,0,0,0,1,2,2,0,20.0,having fun,0.0,1.0,3.0,2.0,1.0,1.0,0.0,3.0,2.0,1.0,4.0,0.0,1.0,2.0,2.0,0.0,1.0,Female,20,Employed,USA,5,24.0,USA,USA,yes,yes,strangers
6748,0,1,1,1,0,0,0,40.0,having fun,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,Male,20,Unemployed / between jobs,USA,3,12.0,USA,USA,yes,yes,online acquaintaces
6749,1,3,3,1,2,2,2,20.0,winning,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,Male,20,Student at school,Singapore,14,48.0,SGP,SGP,no,no,alone
6751,1,1,2,1,0,0,2,3.0,having fun,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,19,Student at college / university,Canada,7,6.0,CAN,CAN,yes,yes,friends
6752,2,2,2,1,0,0,0,20.0,winning,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,Male,18,Student at college / university,Netherlands,7,8.0,NLD,NLD,yes,yes,friends
6753,2,2,2,1,0,1,2,70.0,improving,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,4.0,1.0,4.0,2.0,0.0,2.0,4.0,4.0,2.0,Male,22,Unemployed / between jobs,Finland,10,37.0,FIN,FIN,yes,yes,friends
6754,0,0,0,0,0,0,0,25.0,having fun,1.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,Male,18,Student at college / university,UK,0,16.0,GBR,GBR,yes,yes,friends
6755,1,0,0,0,0,1,1,40.0,improving,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,21,Student at college / university,USA,3,5.0,USA,USA,yes,yes,strangers
6756,1,0,0,0,0,3,3,10.0,winning,0.0,0.0,2.0,3.0,2.0,3.0,0.0,4.0,4.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,23,Student at college / university,USA,7,24.0,USA,USA,yes,yes,friends
6757,2,0,2,1,1,1,0,6.0,improving,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,25,Employed,USA,7,2.0,USA,USA,yes,yes,strangers
6758,1,3,2,1,0,1,0,35.0,improving,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,18,Student at school,Croatia,8,4.0,HRV,HRV,yes,yes,friends
6759,0,0,1,0,0,1,1,25.0,improving,3.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,19,Student at college / university,USA,3,14.0,USA,USA,yes,yes,friends
6760,1,0,1,0,0,2,0,25.0,winning,1.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,3.0,0.0,3.0,Male,27,Student at college / university,Romania,4,21.0,ROU,ROU,yes,yes,online acquaintaces
6761,1,1,0,0,0,0,0,50.0,improving,1.0,2.0,1.0,1.0,0.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,Male,18,Student at school,USA,2,24.0,USA,USA,yes,yes,friends
6762,2,2,3,2,0,2,0,25.0,improving,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,Male,18,Student at school,Estonia,11,11.0,EST,EST,yes,yes,online acquaintaces
6763,0,0,0,2,1,3,0,30.0,winning,2.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,Male,18,Student at college / university,UK,6,19.0,GBR,GBR,yes,yes,strangers
6764,1,0,1,0,0,0,0,15.0,improving,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Male,23,Student at college / university,Germany,2,,DEU,DEU,yes,yes,strangers
6765,1,1,2,1,0,3,2,30.0,having fun,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,19,Employed,Norway,10,9.0,NOR,NOR,yes,yes,online acquaintaces
6766,0,0,0,0,0,2,0,25.0,improving,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,Male,21,Student at college / university,USA,2,10.0,USA,USA,no,no,alone
6767,0,0,0,0,0,1,0,16.0,having fun,1.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,Male,28,Student at college / university,Sweden,1,12.0,SWE,SWE,yes,yes,friends
6768,1,1,2,1,0,0,1,15.0,improving,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,Male,23,Student at college / university,Austria,6,8.0,AUT,DEU,yes,yes,friends
6769,3,3,3,3,3,3,2,7.0,winning,0.0,0.0,3.0,3.0,3.0,4.0,1.0,2.0,0.0,2.0,2.0,3.0,0.0,4.0,3.0,0.0,1.0,Male,19,Unemployed / between jobs,Germany,20,31.0,DEU,DEU,yes,yes,strangers
6770,1,1,1,2,1,2,2,8.0,having fun,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Male,25,Student at college / university,USA,10,10.0,USA,USA,yes,yes,strangers
6771,1,1,1,1,2,2,2,56.0,winning,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,Male,27,Unemployed / between jobs,Netherlands,10,53.0,NLD,NLD,yes,yes,strangers
6772,0,0,0,0,0,1,0,40.0,improving,0.0,0.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,18,Student at school,USA,1,16.0,USA,USA,yes,yes,friends
6773,0,1,1,0,0,1,1,8.0,having fun,1.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,2.0,Male,19,Unemployed / between jobs,Germany,4,21.0,DEU,DEU,yes,yes,friends
6774,0,0,0,0,0,0,0,6.0,having fun,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,19,Student at college / university,USA,0,6.0,USA,USA,yes,no,friends
6775,1,0,0,0,1,0,1,10.0,having fun,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,3.0,Male,18,Student at college / university,USA,3,27.0,USA,USA,yes,yes,friends
6776,0,0,0,0,0,1,0,20.0,having fun,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,18,Student at college / university,UK,1,11.0,GBR,GBR,yes,yes,friends
6777,2,2,0,0,0,2,0,10.0,having fun,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Male,19,Student at college / university,USA,6,7.0,USA,USA,yes,yes,online acquaintaces
6778,0,0,0,0,0,2,0,,improving,0.0,3.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,0.0,2.0,0.0,Male,18,Student at college / university,UK,2,25.0,GBR,GBR,yes,yes,friends
6780,1,0,0,0,0,1,0,30.0,winning,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,2.0,2.0,1.0,1.0,Male,19,Student at college / university,USA,2,17.0,USA,POL,yes,yes,online acquaintaces
6781,2,2,2,3,3,3,1,20.0,improving,2.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,Female,21,Student at college / university,USA,16,58.0,USA,CHN,,no,online acquaintaces
6782,2,1,1,1,0,1,0,14.0,having fun,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,Male,23,Employed,USA,6,30.0,USA,USA,yes,yes,friends
6783,0,1,3,1,0,1,0,7.0,having fun,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,Male,23,Unemployed / between jobs,USA,6,18.0,USA,USA,yes,yes,strangers
6784,0,0,1,0,0,0,0,20.0,improving,2.0,1.0,3.0,3.0,0.0,1.0,1.0,2.0,4.0,1.0,4.0,0.0,0.0,2.0,0.0,2.0,1.0,Male,23,Student at college / university,Czech Republic,1,27.0,CZE,SVK,no,no,alone
6785,1,0,0,0,0,1,0,15.0,having fun,1.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,Male,23,Unemployed / between jobs,Sweden,2,32.0,SWE,SWE,yes,yes,online acquaintaces
6786,1,1,2,1,0,0,0,25.0,improving,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,Male,23,Student at college / university,Hungary,5,20.0,HUN,HUN,yes,yes,online acquaintaces
6787,0,0,0,0,0,1,0,,improving,1.0,4.0,4.0,4.0,0.0,3.0,3.0,4.0,4.0,2.0,4.0,0.0,3.0,3.0,3.0,1.0,4.0,Male,21,Student at school,USA,1,47.0,USA,USA,yes,yes,strangers
6788,0,0,1,0,1,1,0,10.0,improving,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,20,Student at college / university,USA,3,8.0,USA,USA,yes,yes,friends
6789,1,1,1,1,0,1,1,30.0,winning,0.0,2.0,0.0,3.0,4.0,4.0,4.0,0.0,0.0,3.0,3.0,4.0,4.0,4.0,4.0,0.0,4.0,Male,20,Student at college / university,France,6,43.0,FRA,FRA,no,no,alone
